epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,162.847,1.12743,1.63829,1.03443,0.04125,0.60948,0.46197,0.30747,1.16934,3.20289,1.11258,0.000435606,0.000435606,0.000435606
15,174.112,1.04416,1.42819,1.01485,0.89024,0.16362,0.3719,0.26686,1.22063,2.97558,1.17554,0.000461977,0.000461977,0.000461977
16,185.304,1.03123,1.36054,1.01442,0.88638,0.18595,0.36826,0.26761,1.13631,2.84837,1.1141,0.000487629,0.000487629,0.000487629
17,196.876,0.97187,1.33269,1.03002,0.85233,0.19481,0.38986,0.27801,1.14707,2.80185,1.089,0.00051256,0.00051256,0.00051256
18,207.989,1.00411,1.23094,1.02654,0.84426,0.23254,0.55323,0.40198,1.06288,2.51871,1.00863,0.000536771,0.000536771,0.000536771
19,219.123,0.96628,1.23919,0.99922,0.70933,0.23635,0.59999,0.45067,1.00171,2.34728,0.99771,0.000560262,0.000560262,0.000560262
20,230.639,0.94886,1.19525,0.96967,0.7947,0.2427,0.61211,0.47468,0.92305,2.22863,0.9672,0.000583034,0.000583034,0.000583034
21,241.753,0.91902,1.1451,0.97157,0.7949,0.26616,0.68501,0.50565,0.98383,2.10638,0.98321,0.000605085,0.000605085,0.000605085
22,252.984,0.94,1.20413,1.00227,0.86221,0.32527,0.70971,0.5211,0.96524,2.00627,0.98695,0.000626416,0.000626416,0.000626416
23,264.09,0.8945,1.18566,0.98205,0.88704,0.38572,0.74715,0.52985,0.9747,1.89676,1.00465,0.000647028,0.000647028,0.000647028
24,275.171,0.88242,1.16839,0.97918,0.83496,0.40646,0.75373,0.51617,1.02522,1.93823,1.02461,0.00066692,0.00066692,0.00066692
25,286.222,0.91471,1.18911,0.96735,0.86486,0.46288,0.73764,0.48939,1.02962,1.92878,1.00992,0.000686091,0.000686091,0.000686091
26,297.336,0.90623,1.20857,0.97042,0.87333,0.50565,0.6895,0.4707,1.03741,1.89169,1.00466,0.000684022,0.000684022,0.000684022
27,308.585,0.94447,1.14985,0.98437,0.69925,0.50694,0.68439,0.48417,0.97267,1.90941,0.98725,0.000675023,0.000675023,0.000675023
28,319.872,0.85728,1.09538,0.94454,0.60987,0.64824,0.7134,0.5262,0.94449,1.69657,0.99386,0.000666024,0.000666024,0.000666024
29,330.91,0.86474,1.1113,0.9842,0.58503,0.64743,0.70646,0.53483,0.93131,1.51819,0.98601,0.000657025,0.000657025,0.000657025
30,342.089,0.84925,1.09516,0.95784,0.64998,0.76189,0.6932,0.52138,0.90823,1.46764,0.98577,0.000648026,0.000648026,0.000648026
31,353.178,0.86244,0.99933,0.92802,0.64712,0.70681,0.68992,0.51507,0.87312,1.4491,0.96134,0.000639027,0.000639027,0.000639027
32,364.272,0.85547,1.09956,0.95502,0.64342,0.70552,0.70108,0.53692,0.84763,1.46106,0.93552,0.000630028,0.000630028,0.000630028
33,375.379,0.80926,0.97452,0.92977,0.77955,0.70158,0.71616,0.54591,0.85201,1.45508,0.92418,0.000621029,0.000621029,0.000621029
34,386.677,0.83035,1.03444,0.93852,0.7826,0.66676,0.71876,0.54613,0.83742,1.40805,0.91966,0.00061203,0.00061203,0.00061203
35,397.714,0.79336,1.03639,0.96133,0.823,0.65669,0.75191,0.56533,0.81225,1.35558,0.91491,0.000603031,0.000603031,0.000603031
36,408.793,0.80841,1.05085,0.93695,0.82055,0.67823,0.74529,0.57474,0.78125,1.32736,0.90942,0.000594031,0.000594031,0.000594031
37,419.927,0.80118,1.0134,0.92026,0.84637,0.68464,0.75507,0.56955,0.78061,1.29401,0.91445,0.000585032,0.000585032,0.000585032
38,432.508,0.79865,1.05337,0.94926,0.80522,0.70915,0.77356,0.56614,0.81577,1.26637,0.92064,0.000576033,0.000576033,0.000576033
39,443.69,0.75535,1.00524,0.92615,0.66758,0.74418,0.77674,0.581,0.83902,1.27049,0.93634,0.000567034,0.000567034,0.000567034
40,455.269,0.78259,0.97575,0.91342,0.80548,0.69087,0.79789,0.58598,0.82758,1.21075,0.95453,0.000558035,0.000558035,0.000558035
41,466.469,0.76439,0.97769,0.91971,0.71733,0.75257,0.76377,0.57678,0.8026,1.18005,0.94441,0.000549036,0.000549036,0.000549036
42,477.555,0.79289,0.98227,0.91824,0.6686,0.7626,0.73527,0.57117,0.7831,1.18715,0.93517,0.000540037,0.000540037,0.000540037
43,488.98,0.79512,0.95308,0.91184,0.72574,0.74148,0.77817,0.60467,0.74684,1.15917,0.91142,0.000531038,0.000531038,0.000531038
44,500.472,0.76234,1.01291,0.9089,0.76758,0.7618,0.80855,0.60479,0.80749,1.14105,0.91762,0.000522039,0.000522039,0.000522039
45,511.544,0.82098,1.01401,0.93242,0.84507,0.73426,0.8016,0.58672,0.80363,1.14233,0.92438,0.00051304,0.00051304,0.00051304
46,523.035,0.75178,0.96759,0.92679,0.82068,0.75512,0.80509,0.60127,0.77197,1.15785,0.91562,0.00050404,0.00050404,0.00050404
47,534.301,0.74693,0.92499,0.89858,0.75947,0.80459,0.80817,0.61167,0.76467,1.15558,0.91124,0.000495041,0.000495041,0.000495041
48,545.647,0.76466,0.88256,0.90719,0.78072,0.80461,0.79882,0.60556,0.76637,1.13784,0.90993,0.000486042,0.000486042,0.000486042
49,556.85,0.76468,0.96993,0.9124,0.76095,0.81257,0.80305,0.5945,0.79762,1.11578,0.92137,0.000477043,0.000477043,0.000477043
50,567.935,0.7549,0.94572,0.90089,0.77891,0.81468,0.79461,0.59496,0.76148,1.04975,0.90806,0.000468044,0.000468044,0.000468044
51,579.197,0.74961,1.00459,0.91779,0.8145,0.79446,0.78157,0.59544,0.73152,1.02533,0.90741,0.000459045,0.000459045,0.000459045
52,590.797,0.74128,0.9039,0.90168,0.83258,0.77351,0.77921,0.58317,0.75774,1.02895,0.91889,0.000450046,0.000450046,0.000450046
53,601.902,0.73319,0.87478,0.90561,0.82446,0.78548,0.78747,0.5771,0.81948,1.06489,0.94311,0.000441047,0.000441047,0.000441047
54,613.468,0.74043,0.86342,0.91111,0.82895,0.78517,0.7779,0.57016,0.8345,1.09638,0.96043,0.000432048,0.000432048,0.000432048
55,624.558,0.71791,0.86985,0.90109,0.8246,0.77395,0.78547,0.57432,0.78902,1.07441,0.93289,0.000423049,0.000423049,0.000423049
56,635.69,0.71448,0.8405,0.90603,0.82492,0.77574,0.77174,0.56794,0.77534,1.06748,0.92394,0.000414049,0.000414049,0.000414049
57,646.992,0.72555,0.9282,0.91221,0.83462,0.77991,0.77386,0.5765,0.76654,1.06315,0.92196,0.00040505,0.00040505,0.00040505
58,658.133,0.7332,0.93934,0.92145,0.83366,0.77392,0.77579,0.58898,0.75255,1.02712,0.92736,0.000396051,0.000396051,0.000396051
59,669.499,0.70628,0.8662,0.89961,0.83985,0.75714,0.78049,0.59517,0.7385,1.02131,0.92647,0.000387052,0.000387052,0.000387052
60,680.947,0.68514,0.87951,0.88223,0.81619,0.77384,0.78108,0.60739,0.72382,1.037,0.92048,0.000378053,0.000378053,0.000378053
61,692.618,0.68594,0.83794,0.89449,0.76849,0.77758,0.77533,0.60765,0.71817,1.05138,0.91721,0.000369054,0.000369054,0.000369054
62,703.721,0.72017,0.8915,0.89227,0.75474,0.77938,0.7802,0.61739,0.70633,1.05119,0.90939,0.000360055,0.000360055,0.000360055
63,714.921,0.70075,0.87029,0.88356,0.74646,0.77758,0.77338,0.61237,0.71422,1.0441,0.9093,0.000351056,0.000351056,0.000351056
64,725.967,0.63375,0.78336,0.86739,0.73531,0.77398,0.74262,0.59201,0.72614,1.05124,0.91317,0.000342057,0.000342057,0.000342057
65,738.477,0.70107,0.84289,0.88318,0.73736,0.77622,0.75096,0.59988,0.71855,1.04044,0.91239,0.000333058,0.000333058,0.000333058
66,750.487,0.68605,0.79191,0.87894,0.74304,0.78129,0.74597,0.59893,0.71452,1.03396,0.90857,0.000324058,0.000324058,0.000324058
67,762.705,0.69211,0.81131,0.88714,0.73769,0.78283,0.74514,0.59702,0.71115,1.02306,0.90609,0.000315059,0.000315059,0.000315059
68,776.874,0.65697,0.83902,0.89817,0.74302,0.79004,0.75336,0.59725,0.70271,1.02287,0.90777,0.00030606,0.00030606,0.00030606
69,788.846,0.68489,0.80248,0.88511,0.7473,0.80169,0.7905,0.61824,0.70351,1.01207,0.90509,0.000297061,0.000297061,0.000297061
70,801.206,0.68919,0.80564,0.85574,0.73921,0.81079,0.79998,0.61475,0.73827,1.00995,0.91543,0.000288062,0.000288062,0.000288062
71,813.232,0.64704,0.83226,0.88987,0.73634,0.81228,0.8021,0.60891,0.75197,1.0167,0.92576,0.000279063,0.000279063,0.000279063
72,825.057,0.63702,0.81716,0.88818,0.76274,0.81169,0.80655,0.61388,0.73753,1.02255,0.93005,0.000270064,0.000270064,0.000270064
73,837.597,0.66021,0.78677,0.86347,0.78623,0.81164,0.80712,0.61132,0.73545,1.02081,0.92764,0.000261065,0.000261065,0.000261065
74,850.558,0.6336,0.83116,0.89456,0.78958,0.80727,0.805,0.61165,0.73897,0.99397,0.92071,0.000252066,0.000252066,0.000252066
75,862.445,0.68059,0.79817,0.8737,0.79293,0.80693,0.80747,0.61161,0.7359,0.96968,0.91637,0.000243067,0.000243067,0.000243067
76,873.807,0.63738,0.79495,0.86945,0.77764,0.80804,0.8032,0.61383,0.72099,0.96644,0.91551,0.000234068,0.000234068,0.000234068
77,885.709,0.64206,0.84253,0.86315,0.75934,0.80787,0.80606,0.60519,0.7201,0.95676,0.91221,0.000225068,0.000225068,0.000225068
78,897.476,0.59916,0.78249,0.86886,0.75829,0.80652,0.76842,0.59892,0.7184,0.9528,0.91352,0.000216069,0.000216069,0.000216069
79,909.906,0.62554,0.75802,0.87878,0.76114,0.79832,0.7618,0.59765,0.70551,0.95382,0.91321,0.00020707,0.00020707,0.00020707
80,921.321,0.62069,0.75478,0.87187,0.76464,0.80145,0.76184,0.59738,0.70587,0.96103,0.91533,0.000198071,0.000198071,0.000198071
81,932.434,0.64557,0.77486,0.8836,0.76796,0.80861,0.76338,0.61006,0.6921,0.96702,0.91366,0.000189072,0.000189072,0.000189072
82,944.905,0.59725,0.74423,0.87264,0.76962,0.80898,0.76636,0.61322,0.674,0.97315,0.91096,0.000180073,0.000180073,0.000180073
83,957.013,0.62771,0.81421,0.87568,0.77058,0.80781,0.76942,0.61518,0.66324,0.9817,0.90908,0.000171074,0.000171074,0.000171074
84,969.319,0.58363,0.75578,0.87889,0.77496,0.80596,0.76797,0.60436,0.66103,0.98132,0.90193,0.000162075,0.000162075,0.000162075
