epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1632.4,0.99933,0.85347,0.86895,0.8815,0.86708,0.8945,0.67989,0.92615,1.10351,0.923,0.000470145,0.000470145,0.000470145
24,1692.05,0.98901,0.83734,0.86143,0.91086,0.87995,0.90535,0.69104,0.92386,1.08116,0.93565,0.000453652,0.000453652,0.000453652
25,1751.07,0.98362,0.80806,0.86437,0.91853,0.85304,0.91222,0.6969,0.92851,1.04892,0.9279,0.000437158,0.000437158,0.000437158
26,1810.39,0.98201,0.80663,0.87637,0.8947,0.86168,0.91142,0.6931,0.91276,1.0519,0.92256,0.000420665,0.000420665,0.000420665
27,1869.56,0.9195,0.77558,0.86131,0.87274,0.88041,0.90062,0.70034,0.88861,1.0412,0.93351,0.000404172,0.000404172,0.000404172
28,1928.75,0.95599,0.80684,0.85537,0.89213,0.85955,0.90327,0.68396,0.93812,1.08654,0.94821,0.000387678,0.000387678,0.000387678
29,1988.3,0.95789,0.78161,0.86216,0.9096,0.8744,0.90646,0.6972,0.8957,1.05396,0.92437,0.000371185,0.000371185,0.000371185
30,2048.19,0.94194,0.76756,0.86068,0.88721,0.86231,0.89586,0.68238,0.91994,1.08019,0.93709,0.000354691,0.000354691,0.000354691
31,2108.69,0.93552,0.77382,0.86414,0.88261,0.87595,0.89515,0.68203,0.89356,1.01966,0.91933,0.000338198,0.000338198,0.000338198
32,2169.03,0.94314,0.76816,0.86322,0.91751,0.84906,0.90493,0.68067,0.90402,1.01053,0.92594,0.000321705,0.000321705,0.000321705
33,2229.01,0.94623,0.7565,0.86798,0.9187,0.8604,0.91482,0.69883,0.88676,0.99474,0.91877,0.000305211,0.000305211,0.000305211
34,2742.93,0.91452,0.74775,0.86065,0.89546,0.88494,0.9112,0.70219,0.8699,0.97239,0.92059,0.000288718,0.000288718,0.000288718
35,2802.55,0.89509,0.72866,0.85716,0.9014,0.87451,0.91112,0.6926,0.95,0.96219,0.93631,0.000272224,0.000272224,0.000272224
36,2861.91,0.91684,0.70616,0.84724,0.91129,0.87795,0.9055,0.70473,0.89401,0.97496,0.92436,0.000255731,0.000255731,0.000255731
37,2921.14,0.90367,0.71739,0.84464,0.92578,0.86819,0.90396,0.6952,0.87262,0.94939,0.90151,0.000239238,0.000239238,0.000239238
38,2980.33,0.86563,0.68254,0.84724,0.87887,0.88718,0.90886,0.7102,0.87915,0.94576,0.90585,0.000222744,0.000222744,0.000222744
39,3039.62,0.88414,0.70639,0.85265,0.90517,0.86735,0.90745,0.71506,0.86523,0.92014,0.89816,0.000206251,0.000206251,0.000206251
40,3100.23,0.89456,0.71787,0.85536,0.92418,0.86058,0.90137,0.70332,0.87117,0.95194,0.92209,0.000189757,0.000189757,0.000189757
41,3160.13,0.86383,0.72742,0.84882,0.9204,0.86579,0.9127,0.71226,0.85819,0.9522,0.91552,0.000173264,0.000173264,0.000173264
42,3219.91,0.82835,0.7098,0.84596,0.91697,0.86473,0.9126,0.70791,0.84718,0.98356,0.91363,0.000156771,0.000156771,0.000156771
43,3279.54,0.81191,0.69705,0.84347,0.89196,0.88593,0.91372,0.69741,0.90634,0.98922,0.92724,0.000140277,0.000140277,0.000140277
44,3339.14,0.81594,0.69281,0.83641,0.92004,0.85795,0.91149,0.70321,0.8871,0.96727,0.92333,0.000123784,0.000123784,0.000123784
45,3678.49,0.79908,0.69016,0.84216,0.90411,0.85408,0.90924,0.69899,0.86842,0.96957,0.92393,0.00010729,0.00010729,0.00010729
46,3737.1,0.81615,0.68534,0.83657,0.89727,0.86215,0.89916,0.68934,0.87813,0.97701,0.91881,9.0797e-05,9.0797e-05,9.0797e-05
47,3795.74,0.79701,0.67236,0.8359,0.89445,0.8703,0.8983,0.69541,0.87316,0.98485,0.92475,7.43036e-05,7.43036e-05,7.43036e-05
48,3854.43,0.78324,0.65293,0.83164,0.89931,0.87727,0.89782,0.68862,0.86276,0.94878,0.92191,5.78102e-05,5.78102e-05,5.78102e-05
49,3913.18,0.79224,0.65852,0.83165,0.89556,0.86649,0.89878,0.69937,0.83502,0.92159,0.91166,4.13168e-05,4.13168e-05,4.13168e-05
50,3972.59,0.76477,0.65875,0.82424,0.8934,0.87476,0.89857,0.70737,0.83994,0.92142,0.90972,2.48234e-05,2.48234e-05,2.48234e-05
