epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1992.09,1.07821,0.92371,0.87865,0.87414,0.80979,0.86279,0.675,0.97802,1.02468,0.91857,0.000569106,0.000569106,0.000569106
18,2053.91,1.08579,0.91761,0.8899,0.90039,0.86281,0.88076,0.69091,0.93859,0.9628,0.91887,0.000552612,0.000552612,0.000552612
19,2115.58,1.05438,0.92191,0.8841,0.91963,0.85271,0.88137,0.68473,0.95383,0.97839,0.91453,0.000536119,0.000536119,0.000536119
20,2177.1,1.05197,0.89729,0.87614,0.90485,0.87886,0.89199,0.68773,0.9462,0.9601,0.9178,0.000519625,0.000519625,0.000519625
21,2242.72,1.00303,0.83937,0.87936,0.90162,0.88338,0.90155,0.70067,0.93075,0.93884,0.91805,0.000503132,0.000503132,0.000503132
22,2303.36,1.03042,0.84596,0.87545,0.9232,0.85744,0.8908,0.68601,0.9413,0.97096,0.92836,0.000486639,0.000486639,0.000486639
23,2363.55,1.00806,0.83708,0.87602,0.90738,0.88433,0.89234,0.68912,0.96432,0.9693,0.92788,0.000470145,0.000470145,0.000470145
24,2423.87,1.02396,0.80086,0.86451,0.92164,0.8742,0.89719,0.69575,0.90667,0.96688,0.91207,0.000453652,0.000453652,0.000453652
25,2484.09,1.02077,0.8313,0.86835,0.90178,0.89246,0.88758,0.69325,0.95663,0.97286,0.93035,0.000437158,0.000437158,0.000437158
26,2545.68,0.95601,0.82756,0.86803,0.92607,0.86894,0.89023,0.70931,0.87141,0.93474,0.90673,0.000420665,0.000420665,0.000420665
27,2607.42,0.96918,0.79885,0.86124,0.91465,0.87801,0.90313,0.72765,0.87892,0.90948,0.9102,0.000404172,0.000404172,0.000404172
28,2668.86,0.96579,0.7604,0.85771,0.91938,0.87913,0.89836,0.72202,0.84301,0.89167,0.90272,0.000387678,0.000387678,0.000387678
29,2730.51,0.96942,0.81112,0.86886,0.92216,0.8734,0.90449,0.72984,0.86428,0.90568,0.90134,0.000371185,0.000371185,0.000371185
30,2792.08,0.95482,0.76196,0.86086,0.92308,0.88774,0.90626,0.72434,0.85925,0.87258,0.90258,0.000354691,0.000354691,0.000354691
31,3772.16,0.9376,0.74671,0.85738,0.89362,0.89949,0.9064,0.71197,0.90174,0.88493,0.9029,0.000338198,0.000338198,0.000338198
32,3832.26,0.97771,0.75953,0.85396,0.90203,0.88845,0.89581,0.70179,0.8564,0.86711,0.90431,0.000321705,0.000321705,0.000321705
33,3892.31,0.8967,0.69055,0.83851,0.89459,0.89437,0.88822,0.71363,0.84407,0.87122,0.9007,0.000305211,0.000305211,0.000305211
34,3952.77,0.94911,0.75742,0.86568,0.91133,0.89904,0.91305,0.73378,0.88748,0.87316,0.89883,0.000288718,0.000288718,0.000288718
35,4051.76,0.92643,0.7445,0.85744,0.91582,0.87297,0.89726,0.71185,0.87601,0.85644,0.89799,0.000272224,0.000272224,0.000272224
36,4131.26,0.95038,0.73396,0.85849,0.93241,0.87361,0.90564,0.72502,0.87084,0.8792,0.88897,0.000255731,0.000255731,0.000255731
37,4200.17,0.9028,0.72514,0.85524,0.93186,0.87689,0.89787,0.71135,0.84314,0.86656,0.89163,0.000239238,0.000239238,0.000239238
38,4278.42,0.92078,0.70128,0.85258,0.89574,0.8941,0.89357,0.72376,0.84124,0.86726,0.89282,0.000222744,0.000222744,0.000222744
39,4364.8,0.9151,0.71914,0.85295,0.9097,0.89286,0.90151,0.73187,0.84093,0.87578,0.89049,0.000206251,0.000206251,0.000206251
40,4451.91,0.93048,0.73217,0.856,0.91395,0.89583,0.89545,0.73446,0.81481,0.86531,0.88615,0.000189757,0.000189757,0.000189757
41,4533.63,0.858,0.74035,0.83757,0.8961,0.90068,0.90562,0.73601,0.8428,0.88005,0.89939,0.000173264,0.000173264,0.000173264
42,4611.98,0.85263,0.74063,0.84337,0.8834,0.90065,0.91702,0.73979,0.82362,0.85692,0.89726,0.000156771,0.000156771,0.000156771
43,4689.55,0.83444,0.70898,0.84597,0.9171,0.86894,0.90235,0.73809,0.81433,0.86983,0.89642,0.000140277,0.000140277,0.000140277
44,4767.82,0.83236,0.70554,0.84363,0.91376,0.88087,0.90179,0.74137,0.79911,0.84062,0.88596,0.000123784,0.000123784,0.000123784
45,4847.33,0.81917,0.67625,0.84169,0.91321,0.88756,0.90197,0.73422,0.80353,0.82704,0.88098,0.00010729,0.00010729,0.00010729
46,4907.71,0.8237,0.67727,0.84617,0.91086,0.88313,0.89968,0.7382,0.79782,0.81557,0.88269,9.0797e-05,9.0797e-05,9.0797e-05
47,4967.8,0.81292,0.67675,0.8397,0.9234,0.86678,0.89859,0.74441,0.80119,0.8316,0.88156,7.43036e-05,7.43036e-05,7.43036e-05
48,5027.76,0.79628,0.65698,0.8347,0.91476,0.86225,0.89977,0.7457,0.81008,0.82364,0.88275,5.78102e-05,5.78102e-05,5.78102e-05
49,5087.77,0.79557,0.65264,0.83119,0.88344,0.89266,0.90087,0.74449,0.80338,0.80935,0.8813,4.13168e-05,4.13168e-05,4.13168e-05
50,5147.67,0.77976,0.65032,0.82875,0.87008,0.89836,0.90208,0.74223,0.80799,0.82129,0.88555,2.48234e-05,2.48234e-05,2.48234e-05
